code,description,last_updated
O648,Obstructed labour due to other malposition and malpresentation,2025-09-12
O649,"Obstructed labour due to malposition and malpresentation, unspecified",2025-09-12
O65,,2025-09-12
O650,Obstructed labour due to deformed pelvis,2025-09-12
O651,Obstructed labour due to generally contracted pelvis,2025-09-12
O652,Obstructed labour due to pelvic inlet contraction,2025-09-12
O653,Obstructed labour due to pelvic outlet and mid-cavity contraction,2025-09-12
O654,"Obstructed labour due to fetopelvic disproportion, unspecified",2025-09-12
O655,Obstructed labour due to abnormality of maternal pelvic organs,2025-09-12
O658,Obstructed labour due to other maternal pelvic abnormalities,2025-09-12
O659,"Obstructed labour due to maternal pelvic abnormality, unspecified",2025-09-12
O66,,2025-09-12
O660,Obstructed labour due to shoulder dystocia,2025-09-12
O661,Obstructed labour due to locked twins,2025-09-12
O662,Obstructed labour due to unusually large fetus,2025-09-12
O663,Obstructed labour due to other abnormalities of fetus,2025-09-12
O664,"Failed trial of labour, unspecified",2025-09-12
O665,"Failed application of vacuum extractor and forceps, unspecified",2025-09-12
O668,Other specified obstructed labour,2025-09-12
O669,"Obstructed labour, unspecified",2025-09-12
O67,,2025-09-12
O670,Intrapartum haemorrhage with coagulation defect,2025-09-12
O678,Other intrapartum haemorrhage,2025-09-12
O679,"Intrapartum haemorrhage, unspecified",2025-09-12
O68,,2025-09-12
O680,Labour and delivery complicated by fetal heart rate anomaly,2025-09-12
O681,Labour and delivery complicated by meconium in amniotic fluid,2025-09-12
O682,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,2025-09-12
O683,Labour and delivery complicated by biochemical evidence of fetal stress,2025-09-12
O688,Labour and delivery complicated by other evidence of fetal stress,2025-09-12
O689,"Labour and delivery complicated by fetal stress, unspecified",2025-09-12
O69,,2025-09-12
O690,Labour and delivery complicated by prolapse of cord,2025-09-12
O691,"Labour and delivery complicated by cord around neck, with compression",2025-09-12
O692,"Labour and delivery complicated by other cord entanglement, with compression",2025-09-12
O693,Labour and delivery complicated by short cord,2025-09-12
O694,Labour and delivery complicated by vasa praevia,2025-09-12
O695,Labour and delivery complicated by vascular lesion of cord,2025-09-12
O698,Labour and delivery complicated by other cord complications,2025-09-12
O699,"Labour and delivery complicated by cord complication, unspecified",2025-09-12
O70,,2025-09-12
O700,First degree perineal laceration during delivery,2025-09-12
O701,Second degree perineal laceration during delivery,2025-09-12
O702,Third degree perineal laceration during delivery,2025-09-12
O703,Fourth degree perineal laceration during delivery,2025-09-12
O709,"Perineal laceration during delivery, unspecified",2025-09-12
O71,,2025-09-12
O710,Rupture of uterus before onset of labour,2025-09-12
O711,Rupture of uterus during labour,2025-09-12
O712,Postpartum inversion of uterus,2025-09-12
O713,Obstetric laceration of cervix,2025-09-12
O714,Obstetric high vaginal laceration,2025-09-12
O715,Other obstetric injury to pelvic organs,2025-09-12
O716,Obstetric damage to pelvic joints and ligaments,2025-09-12
O717,Obstetric haematoma of pelvis,2025-09-12
O718,Other specified obstetric trauma,2025-09-12
O719,"Obstetric trauma, unspecified",2025-09-12
O72,,2025-09-12
O720,Third-stage haemorrhage,2025-09-12
O721,Other immediate postpartum haemorrhage,2025-09-12
O722,Delayed and secondary postpartum haemorrhage,2025-09-12
O723,Postpartum coagulation defects,2025-09-12
O73,,2025-09-12
O730,Retained placenta without haemorrhage,2025-09-12
O731,"Retained portions of placenta and membranes, without haemorrhage",2025-09-12
O74,,2025-09-12
O740,Aspiration pneumonitis due to anaesthesia during labour and delivery,2025-09-12
O741,Other pulmonary complications of anaesthesia during labour and delivery,2025-09-12
O742,Cardiac complications of anaesthesia during labour and delivery,2025-09-12
O743,Central nervous system complications of anaesthesia during labour and delivery,2025-09-12
O744,Toxic reaction to local anaesthesia during labour and delivery,2025-09-12
O745,Spinal and epidural anaesthesia-induced headache during labour and delivery,2025-09-12
O746,Other complications of spinal and epidural anaesthesia during labour and delivery,2025-09-12
O747,Failed or difficult intubation during labour and delivery,2025-09-12
O748,Other complications of anaesthesia during labour and delivery,2025-09-12
O749,"Complication of anaesthesia during labour and delivery, unspecified",2025-09-12
O75,,2025-09-12
O750,Maternal distress during labour and delivery,2025-09-12
O751,Shock during or following labour and delivery,2025-09-12
O752,"Pyrexia during labour, not elsewhere classified",2025-09-12
O753,Other infection during labour,2025-09-12
O754,Other complications of obstetric surgery and procedures,2025-09-12
O755,Delayed delivery after artificial rupture of membranes,2025-09-12
O756,Delayed delivery after spontaneous or unspecified rupture of membranes,2025-09-12
O757,Vaginal delivery following previous caesarean section,2025-09-12
O758,Other specified complications of labour and delivery,2025-09-12
O759,"Complication of labour and delivery, unspecified",2025-09-12
O80,,2025-09-12
O800,Spontaneous vertex delivery,2025-09-12
O801,Spontaneous breech delivery,2025-09-12
O808,Other single spontaneous delivery,2025-09-12
O809,"Single spontaneous delivery, unspecified",2025-09-12
O81,,2025-09-12
O810,Low forceps delivery,2025-09-12
O811,Mid-cavity forceps delivery,2025-09-12
O812,Mid-cavity forceps with rotation,2025-09-12
O813,Other and unspecified forceps delivery,2025-09-12
O814,Vacuum extractor delivery,2025-09-12
O815,Delivery by combination of forceps and vacuum extractor,2025-09-12
O82,,2025-09-12
O820,Delivery by elective caesarean section,2025-09-12
O821,Delivery by emergency caesarean section,2025-09-12
O822,Delivery by caesarean hysterectomy,2025-09-12
O828,Other single delivery by caesarean section,2025-09-12
O829,"Delivery by caesarean section, unspecified",2025-09-12
O83,,2025-09-12
O830,Breech extraction,2025-09-12
O831,Other assisted breech delivery,2025-09-12
O832,Other manipulation-assisted delivery,2025-09-12
O833,Delivery of viable fetus in abdominal pregnancy,2025-09-12
O834,Destructive operation for delivery,2025-09-12
O838,Other specified assisted single delivery,2025-09-12
O839,"Assisted single delivery, unspecified",2025-09-12
O84,,2025-09-12
O840,"Multiple delivery, all spontaneous",2025-09-12
O841,"Multiple delivery, all by forceps and vacuum extractor",2025-09-12
O842,"Multiple delivery, all by caesarean section",2025-09-12
O848,Other multiple delivery,2025-09-12
O849,"Multiple delivery, unspecified",2025-09-12
O85,,2025-09-12
O86,,2025-09-12
O860,Infection of obstetric surgical wound,2025-09-12
O861,Other infection of genital tract following delivery,2025-09-12
O862,Urinary tract infection following delivery,2025-09-12
O863,Other genitourinary tract infections following delivery,2025-09-12
O864,Pyrexia of unknown origin following delivery,2025-09-12
O868,Other specified puerperal infections,2025-09-12
O87,,2025-09-12
O870,Superficial thrombophlebitis in the puerperium,2025-09-12
O871,Deep phlebothrombosis in the puerperium,2025-09-12
O872,Haemorrhoids in the puerperium,2025-09-12
O873,Cerebral venous thrombosis in the puerperium,2025-09-12
O878,Other venous complications in the puerperium,2025-09-12
O879,"Venous complication in the puerperium, unspecified",2025-09-12
O88,,2025-09-12
O880,Obstetric air embolism,2025-09-12
O881,Amniotic fluid embolism,2025-09-12
O882,Obstetric blood-clot embolism,2025-09-12
O883,Obstetric pyaemic and septic embolism,2025-09-12
O888,Other obstetric embolism,2025-09-12
O89,,2025-09-12
O890,Pulmonary complications of anaesthesia during the puerperium,2025-09-12
O891,Cardiac complications of anaesthesia during the puerperium,2025-09-12
O892,Central nervous system complications of anaesthesia during the puerperium,2025-09-12
O893,Toxic reaction to local anaesthesia during the puerperium,2025-09-12
O894,Spinal and epidural anaesthesia-induced headache during the puerperium,2025-09-12
O895,Other complications of spinal and epidural anaesthesia during the puerperium,2025-09-12
O896,Failed or difficult intubation during the puerperium,2025-09-12
O898,Other complications of anaesthesia during the puerperium,2025-09-12
O899,"Complication of anaesthesia during the puerperium, unspecified",2025-09-12
O90,,2025-09-12
O900,Disruption of caesarean section wound,2025-09-12
O901,Disruption of perineal obstetric wound,2025-09-12
O902,Haematoma of obstetric wound,2025-09-12
O903,Cardiomyopathy in the puerperium,2025-09-12
O904,Postpartum acute renal failure,2025-09-12
O905,Postpartum thyroiditis,2025-09-12
O908,"Other complications of the puerperium, not elsewhere classified",2025-09-12
O909,"Complication of the puerperium, unspecified",2025-09-12
O91,,2025-09-12
O910,Infection of nipple associated with childbirth,2025-09-12
O911,Abscess of breast associated with childbirth,2025-09-12
O912,Nonpurulent mastitis associated with childbirth,2025-09-12
O92,,2025-09-12
O920,Retracted nipple associated with childbirth,2025-09-12
O921,Cracked nipple associated with childbirth,2025-09-12
O922,Other and unspecified disorders of breast associated with childbirth,2025-09-12
O923,Agalactia,2025-09-12
O924,Hypogalactia,2025-09-12
O925,Suppressed lactation,2025-09-12
O926,Galactorrhoea,2025-09-12
O927,Other and unspecified disorders of lactation,2025-09-12
O94,,2025-09-12
O95,,2025-09-12
O96,,2025-09-12
O960,Death from direct obstetric cause occurring more   than 42 days but less than one year after delivery,2025-09-12
O961,Death from indirect obstetric cause occurring more   than 42 days but less than one year after delivery,2025-09-12
O969,Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery,2025-09-12
O97,,2025-09-12
O970,Death from sequelae of direct obstetric cause,2025-09-12
O971,Death from sequelae of indirect obstetric cause,2025-09-12
O979,"Death from sequelae of obstetric cause, unspecified",2025-09-12
O98,,2025-09-12
O980,"Tuberculosis complicating pregnancy, childbirth and the puerperium",2025-09-12
O981,"Syphilis complicating pregnancy, childbirth and the puerperium",2025-09-12
O982,"Gonorrhoea complicating pregnancy, childbirth and the puerperium",2025-09-12
O983,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium",2025-09-12
O984,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",2025-09-12
O985,"Other viral diseases complicating pregnancy, childbirth and the puerperium",2025-09-12
O986,"Protozoal diseases complicating pregnancy, childbirth and the puerperium",2025-09-12
O987,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium",2025-09-12
O988,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",2025-09-12
O989,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium",2025-09-12
O99,,2025-09-12
O990,"Anaemia complicating pregnancy, childbirth and the puerperium",2025-09-12
O991,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",2025-09-12
O992,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium",2025-09-12
O993,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",2025-09-12
O994,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium",2025-09-12
O995,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium",2025-09-12
O996,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium",2025-09-12
O997,"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium",2025-09-12
O998,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",2025-09-12
P00,,2025-09-12
P000,Fetus and newborn affected by maternal hypertensive disorders,2025-09-12
P001,Fetus and newborn affected by maternal renal and urinary tract diseases,2025-09-12
P002,Fetus and newborn affected by maternal infectious and parasitic diseases,2025-09-12
P003,Fetus and newborn affected by other maternal circulatory and respiratory diseases,2025-09-12
P004,Fetus and newborn affected by maternal nutritional disorders,2025-09-12
P005,Fetus and newborn affected by maternal injury,2025-09-12
P006,Fetus and newborn affected by surgical procedure on mother,2025-09-12
P007,"Fetus and newborn affected by other medical procedures on mother, not elsewhere classified",2025-09-12
P008,Fetus and newborn affected by other maternal conditions,2025-09-12
P009,Fetus and newborn affected by unspecified maternal condition,2025-09-12
P01,,2025-09-12
P010,Fetus and newborn affected by incompetent cervix,2025-09-12
P011,Fetus and newborn affected by premature rupture of membranes,2025-09-12
P012,Fetus and newborn affected by oligohydramnios,2025-09-12
P013,Fetus and newborn affected by polyhydramnios,2025-09-12
P014,Fetus and newborn affected by ectopic pregnancy,2025-09-12
P015,Fetus and newborn affected by multiple pregnancy,2025-09-12
P016,Fetus and newborn affected by maternal death,2025-09-12
P017,Fetus and newborn affected by malpresentation before labour,2025-09-12
P018,Fetus and newborn affected by other maternal complications of pregnancy,2025-09-12
P019,"Fetus and newborn affected by maternal complication of pregnancy, unspecified",2025-09-12
P02,,2025-09-12
P020,Fetus and newborn affected by placenta praevia,2025-09-12
P021,Fetus and newborn affected by other forms of placental separation and haemorrhage,2025-09-12
P022,Fetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta,2025-09-12
P023,Fetus and newborn affected by placental transfusion syndromes,2025-09-12
P024,Fetus and newborn affected by prolapsed cord,2025-09-12
P025,Fetus and newborn affected by other compression of umbilical cord,2025-09-12
P026,Fetus and newborn affected by other and unspecified conditions of umbilical cord,2025-09-12
P027,Fetus and newborn affected by chorioamnionitis,2025-09-12
P028,Fetus and newborn affected by other abnormalities of membranes,2025-09-12
P029,"Fetus and newborn affected by abnormality of membranes, unspecified",2025-09-12
